LF,flow_x,flow_y,flow_z,parcel_size,dom_x,dom_y,dom_z,quads,rk_order,ftts,cost,rho
lf-6/lf178,64,32,16,100,32,16,16,86,3,2,7699.176,0.8773211773
lf-6/lf179,64,32,16,100,32,16,16,50,3,2,7577.942,0.9296011637
lf-6/lf180,64,32,16,100,32,16,8,86,3,2,7437.4413333333,0.9331741686
lf-6/lf181,64,32,16,100,32,16,8,50,3,2,7303.446,0.9151005607
lf-6/lf182,64,32,16,100,32,8,16,86,3,2,7549.144,0.9197256443
lf-6/lf183,64,32,16,100,32,8,16,50,3,2,7571.952,0.8958272605
lf-6/lf184,64,32,16,100,32,8,8,86,3,2,7343.4953333333,0.9102333164
lf-6/lf185,64,32,16,100,32,8,8,50,3,2,7279.1713333333,0.8968390845
lf-6/lf186,64,32,16,100,0,0,0,0,3,2,6690.2446666667,0.8962087783
lf-6/lf187,64,32,16,10,64,16,16,86,3,2,8186.4373333333,0.9370379211
lf-6/lf188,64,32,16,10,64,16,16,50,3,2,8385.3613333333,0.910567902
lf-6/lf189,64,32,16,10,64,16,8,86,3,2,7780.5766666667,0.9412728759
lf-6/lf190,64,32,16,10,64,16,8,50,3,2,7918.7973333333,0.9309144539
lf-6/lf191,64,32,16,10,64,8,16,86,3,2,7906.008,0.9187217608
lf-6/lf192,64,32,16,10,64,8,16,50,3,2,8099.084,0.9248391197
lf-6/lf193,64,32,16,10,64,8,8,86,3,2,7744.8606666667,0.9360547649
lf-6/lf194,64,32,16,10,64,8,8,50,3,2,7845.0513333333,0.9127235781
lf-6/lf195,64,32,16,10,32,16,16,86,3,2,7808.6086666667,0.908125173
lf-6/lf196,64,32,16,10,32,16,16,50,3,2,7677.8766666667,0.9330536928
lf-6/lf197,64,32,16,10,32,16,8,86,3,2,7595.2753333333,0.9206453539
lf-6/lf198,64,32,16,10,32,16,8,50,3,2,7602.7693333333,0.9366594334
lf-6/lf199,64,32,16,10,32,8,16,86,3,2,7461.9446666667,0.9155001635
lf-6/lf200,64,32,16,10,32,8,16,50,3,2,7527.152,0.9382831099
lf-6/lf201,64,32,16,10,32,8,8,86,3,2,7413.5006666667,0.9323369428
lf-6/lf202,64,32,16,10,32,8,8,50,3,2,7305.7473333333,0.9613161708
lf-6/lf203,64,32,16,10,0,0,0,0,3,2,6684.7153333333,0.9426764027
lf-6/lf204,64,16,32,100,64,16,16,86,3,2,8112.7613333333,0.8898300366
lf-6/lf205,64,16,32,100,64,16,16,50,3,2,10606.0286666667,0.8916747329
lf-6/lf206,64,16,32,100,64,16,8,86,3,2,7817.1753333333,0.9187455318
lf-6/lf207,64,16,32,100,64,16,8,50,3,2,7880.3466666667,0.9028926343
lf-6/lf208,64,16,32,100,64,8,16,86,3,2,7934.6933333333,0.9135617843
lf-6/lf209,64,16,32,100,64,8,16,50,3,2,7948.814,0.9021849395
lf-6/lf210,64,16,32,100,64,8,8,86,3,2,7707.6046666667,0.8905283726
lf-6/lf211,64,16,32,100,64,8,8,50,3,2,7688.372,0.9441101201
lf-6/lf212,64,16,32,100,32,16,16,86,3,2,7630.174,0.9255858974
lf-6/lf213,64,16,32,100,32,16,16,50,3,2,7662.1133333333,0.9050973195
lf-6/lf214,64,16,32,100,32,16,8,86,3,2,7085.93,0.9231255505
lf-6/lf215,64,16,32,100,32,16,8,50,3,2,7202.8206666667,0.8819747274
lf-6/lf216,64,16,32,100,32,8,16,86,3,2,7053.424,0.9359957649
lf-6/lf217,64,16,32,100,32,8,16,50,3,2,7091.8786666667,0.9196604852
lf-6/lf218,64,16,32,100,32,8,8,86,3,2,6912.332,0.9199920188
lf-6/lf219,64,16,32,100,32,8,8,50,3,2,6696.6613333333,0.8683186672
lf-6/lf220,64,16,32,100,0,0,0,0,3,2,6089.2413333333,0.9122931386
lf-6/lf221,64,16,32,10,64,16,16,86,3,2,7321.5066666667,0.9219801889
lf-6/lf222,64,16,32,10,64,16,16,50,3,2,7507.7466666667,0.920861181
lf-6/lf223,64,16,32,10,64,16,8,86,3,2,7115.3686666667,0.9381951907
lf-6/lf224,64,16,32,10,64,16,8,50,3,2,7219.2426666667,0.918789334
lf-6/lf225,64,16,32,10,64,8,16,86,3,2,7383.3213333333,0.9257326227
lf-6/lf226,64,16,32,10,64,8,16,50,3,2,7256.454,0.9291122783
lf-6/lf227,64,16,32,10,64,8,8,86,3,2,7149.3093333333,0.9143849336
lf-6/lf228,64,16,32,10,64,8,8,50,3,2,7252.5706666667,0.9438670733
lf-6/lf229,64,16,32,10,32,16,16,86,3,2,6937.6146666667,0.928360043
lf-6/lf230,64,16,32,10,32,16,16,50,3,2,6732.626,0.8969564436
lf-6/lf231,64,16,32,10,32,16,8,86,3,2,6929.186,0.9237176089
lf-6/lf232,64,16,32,10,32,16,8,50,3,2,6688.5973333333,0.92540373
lf-6/lf233,64,16,32,10,32,8,16,86,3,2,6854.7046666667,0.9193943803
lf-6/lf234,64,16,32,10,32,8,16,50,3,2,6658.4913333333,0.9483694619
lf-6/lf235,64,16,32,10,32,8,8,86,3,2,6749.0493333333,0.9441865758
lf-6/lf236,64,16,32,10,32,8,8,50,3,2,6578.7166666667,0.9320013343
lf-6/lf237,64,16,32,10,0,0,0,0,3,2,5930.4333333333,0.9204288299
lf-6/lf238,64,16,16,100,64,16,16,86,3,2,7496.178,0.8193452029
lf-6/lf239,64,16,16,100,64,16,16,50,3,2,10355.4393333333,0.8777352981
lf-6/lf240,64,16,16,100,64,16,8,86,3,2,7307.9633333333,0.8015951001
lf-6/lf241,64,16,16,100,64,16,8,50,3,2,7317.5386666667,0.8484375773
lf-6/lf242,64,16,16,100,64,8,16,86,3,2,7053.6753333333,0.866936436
lf-6/lf243,64,16,16,100,64,8,16,50,3,2,7276.0806666667,0.8910030638
lf-6/lf244,64,16,16,100,64,8,8,86,3,2,7091.3286666667,0.8429960569
lf-6/lf245,64,16,16,100,64,8,8,50,3,2,6805.866,0.8593018616
lf-6/lf246,64,16,16,100,32,16,16,86,3,2,6451.3313333333,0.8293103549
lf-6/lf247,64,16,16,100,32,16,16,50,3,2,7122.1233333333,0.8442640426
lf-6/lf248,64,16,16,100,32,16,8,86,3,2,6721.7933333333,0.775347144
lf-6/lf249,64,16,16,100,32,16,8,50,3,2,6865.8006666667,0.8280153759
lf-6/lf250,64,16,16,100,32,8,16,86,3,2,6696.476,0.9026152703
lf-6/lf251,64,16,16,100,32,8,16,50,3,2,6871.528,0.779406001
lf-6/lf252,64,16,16,100,32,8,8,86,3,2,6328.4786666667,0.8063630639
lf-6/lf253,64,16,16,100,32,8,8,50,3,2,6721.9253333333,0.8623927964
lf-6/lf254,64,16,16,100,0,0,0,0,3,2,6495.5633333333,0.81428011
lf-6/lf255,64,16,16,10,64,16,16,86,3,2,8111.314,0.8773529971
lf-6/lf256,64,16,16,10,64,16,16,50,3,2,7911.1833333333,0.9271802606
lf-6/lf257,64,16,16,10,64,16,8,86,3,2,7149.7086666667,0.828467553
lf-6/lf258,64,16,16,10,64,16,8,50,3,2,7938.9413333333,0.8169053812
lf-6/lf259,64,16,16,10,64,8,16,86,3,2,7100.2713333333,0.9202742387
lf-6/lf260,64,16,16,10,64,8,16,50,3,2,7933.1293333333,0.816994604
lf-6/lf261,64,16,16,10,64,8,8,86,3,2,7051.61,0.8605582663
lf-6/lf262,64,16,16,10,64,8,8,50,3,2,7281.4313333333,0.8616909387
lf-6/lf263,64,16,16,10,32,16,16,86,3,2,7620.834,0.877028214
lf-6/lf264,64,16,16,10,32,16,16,50,3,2,7824.606,0.8517485584
lf-6/lf265,64,16,16,10,32,16,8,86,3,2,7608.204,0.8931835344
lf-6/lf266,64,16,16,10,32,16,8,50,3,2,7039.8733333333,0.8557992864
lf-6/lf267,64,16,16,10,32,8,16,86,3,2,7707.81,0.8489039685
lf-6/lf268,64,16,16,10,32,8,16,50,3,2,7196.5513333333,0.8065097295
lf-6/lf269,64,16,16,10,32,8,8,86,3,2,7397.33,0.9015056966
lf-6/lf270,64,16,16,10,32,8,8,50,3,2,7342.8066666667,0.8412037453
lf-6/lf271,64,16,16,10,0,0,0,0,3,2,6306.2653333333,0.8577413375
